nokontrak;Merk;ModelName;Tipe;Tahun;Warna;cc;KodeDaerah;BalaiLelang;lokasi;Transmisi;kilometer1;kilometer2;SaleDate;saleprice;grade_overrall_csis;note_csis;Brand_Norm;Model_Norm;Transmission_Norm;Year;CC_Norm;Type_Norm;lelang_price;main_type_Norm;type_tags_Norm
1935000020001;DAIHATSU;ALL NEW XENIA;ALL NEW XENIA 1.3 R M/T;2024;HITAM METALIK;1329;PY;IBID MAKASSAR;MAKASSAR;MANUAL;27128;<30k;2026-03-03;115000000;GOOD;SESUAI CEKLIS BAST|MOBIL BEKAS TABRAK, PENYOK HANCUR PADA BEMPER DAN KAP DEPAN KIRI, WIPER BELAKANG PATAH, TIDAK TERDAPAT BAN SEREP, PINTU PENUMPANG DEPAN TIDAK BISA TERBUKA LEBAR, LAMPU DEPAN LEPAS, BOX SEKRING PECAH, BODY BEKAS STIKER, LECET GORES PD BBRPA SISI MOBIL;daihatsu;xenia;manual;2024;1.3;all new r m t;168000000;R;
1935700017001;SUZUKI;NEW CARRY;NEW CARRY PU WD AC PS;2024;ABU ABU METALIK;1500;PY;JBA MAKASSAR;MAKASSAR;MANUAL;67824;60k-100k;2026-06-30;95500000;GOOD;SESUAI CEKLIAS BAST, BEDA CEKLIS PADA KUNCI BAN, PAJAK TAHUNAN EXPIRED|PENGGAIT BAK PATAH,  PENYOK PADA BAGIAN DEPAN, PENYOK PADA PINTU KANAN, LECET GORES PADA PINTU KIRI,  DAN LECET PENGGUNAAN PADA BAK;suzuki;carry;manual;2023;1.5;new pu wd ac ps;78500000;Pick Up;ac, ps, wide deck
1935700081001;SUZUKI;NEW CARRY;NEW CARRY 1.5 WD AC PS;2024;PUTIH;1500;PY;JBA MAKASSAR;MAKASSAR;MANUAL;20346;<30k;2025-12-04;80000000;GOOD;SESUAI CEKLIS BAST|KAWAT PADA BAN DEPAN KIRI KELUAR, BAK LECET PEMAKAIAN;suzuki;carry;manual;2023;1.5;new wd ac ps;111000000;;ac, ps, wide deck
1945000047001;DAIHATSU;TERIOS;TERIOS X AT;2025;HITAM METALIK;1500;H;Hybid Semarang;Semarang;AUTOMATIC;5476;<30k;2026-07-07;199000000;VERY_GOOD;kunci, stnk, sk, bast|interior bersih;daihatsu;terios;automatic;2025;1.5;x;199000000;X;
1945700010001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA GX HYBRID MT;2024;PUTIH METALIK;1500;H;IBID SEMARANG;SEMARANG;MANUAL;5377;<30k;2026-07-25;186560000;VERY_GOOD;kunci, stnk, sk. bast|interior bersih;suzuki;ertiga;manual;2024;1.5;all new gx;170000000;gx;
1955700010001;HONDA;BRIO;BRIO 1.2 E CVT;2024;HIJAU LIME METALIK;1198;Z;TRIBIK BANDUNG;BANDUNG;AUTOMATIC;1384;<30k;2025-07-09;157500000;GOOD;unit ada baik , stnk ada |body lecet halus , bemper ada bekas lem ;honda;brio;automatic;2024;1.2;e cvt;160000000;E;cvt
1955700054001;DAIHATSU;ALL NEW AYLA;ALL NEW ASTRADAIHATSU AYLA 1.0 X MT;2025;MERAH METALIK;1000;T;OTOLINK BANDUNG;BANDUNG;MANUAL;1900;<30k;2025-10-08;94000000;GOOD;unit ada baik , stnk ada |body lecet halus , bemper lecet halus ;daihatsu;ayla;manual;2024;1;all new astradaihatsu x;96000000;X;
9010010641001;HONDA;BRIO;BRIO SATYA E CVT;2018;MERAH;1200;B;TRIBIK BENGKULU;BENGKULU;AUTOMATIC;86817;60k-100k;2025-04-23;95000000;GOOD;tidak ada barang konsumen|bemper depan dan belakang baret,kap mesin baret,pintu baret,spakbor depan dan belakang baret,spion baret;honda;brio;automatic;2022;1.2;satya e cvt;115000000;E;cvt, satya
9010011009001;DAIHATSU;GREAT NEW XENIA;GREAT NEW XENIA 1.3 R M/T STD;2018;HITAM METALIK;1300;F;IBID SEMARANG;SEMARANG;MANUAL;113051;>100k;2025-11-08;75000000;VERY_GOOD;-seluruh body mobil baret ringan -nopol palsu R 1297 QA|;daihatsu;xenia;manual;2018;1.3;great new r m t std;75000000;R;
9010011294001;MITSUBISHI;OUTLANDER;OUTLANDER SPORT 2.0 L PX E AT;2018;PUTIH MUTIARA;2000;B;JBA JOGJA;JOGJA;AUTOMATIC;87651;60k-100k;2025-06-12;150000000;VERY_GOOD;nopol palsu AD 7455 HJ,  Bemper depan baret, bemper belakang baret, baret baret pada body |;mitsubishi;outlander;automatic;2018;2;sport px e;150000000;E;px, sport
9010012283001;SUZUKI;ERTIGA;ERTIGA GL A/T;2020;HITAM METALIK;1400;B;HYBID JAKARTA;JAKARTA;AUTOMATIC;113596;>100k;2026-08-31;118000000;VERY_GOOD;#N/A;suzuki;ertiga;automatic;2022;1.4;gl a t;140000000;gl;
9010012786001;TOYOTA;VELOZ;ALL NEW VELOZ 1.5 M/T (NON PREMIUM COLOUR);2021;HITAM METALIK;1500;B;TRIBIK JAKARTA;JAKARTA;MANUAL;112143;>100k;2025-07-31;150500000;VERY_GOOD;body kanan&kiri brt pnyk, kap msn brt, atap brt, bagasi brt, spion brt, bmpr dpn&blkg brt pnyk|;toyota;veloz;manual;2021;1.5;all new m t non premium colour;150500000;M;
9010013210001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA - SMART HYBRID GX AT;2022;ABU ABU METALIK;1500;B;HYBID JAKARTA;JAKARTA;AUTOMATIC;60234;60k-100k;2025-08-09;155000000;VERY_GOOD;bmpr dpn&blkg brt, body kanan&kiri brt pnyk, kap msn brt, ayap brt, bagasi brt pnyk, spion brt , kunci lain2|;suzuki;ertiga;automatic;2022;1.5;all new smart gx;108000000;gx;
9010013295001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA - SMART HYBRID GX AT;2022;HITAM METALIK;1500;B;IBID JAKARTA;JAKARTA;AUTOMATIC;55352;30k-60k;2025-05-24;174000000;VERY_GOOD;unit nopol palsu B 149 SRS, bodi kanan&kiri baret2&penyok, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2, brg2 kons tdk ada ex lelang OTOLINK|;suzuki;ertiga;automatic;2022;1.5;all new smart gx;108000000;gx;
9010013379001;DAIHATSU;NEW SIGRA;NEW SIGRA 1.2 X AT MC;2022;PUTIH;1200;B;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;205309;>100k;2026-01-08;72000000;BAD;unit derek mesin bermasalah, body kanan&kiri brt, bmpr dpn&blkg brt pnyk, spion brt, bagasi pnyk, atap brt, kap msn brt|;daihatsu;sigra;automatic;2024;1.2;new x mc;115000000;X;
9010013430001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA GX AT HYBRID;2022;HITAM METALIK;1500;B;TRIBIK JAKARTA;JAKARTA;AUTOMATIC;45803;30k-60k;2025-08-29;145500000;GOOD;nopol palsu B 124 CO, nopol asli B 1045 RKV, body kanan brt pnyk, body kiri brt, atap brt, bmpr dpn&blkg brt, kap msn brt, spion brt, bagasi brt ex JBA|;suzuki;ertiga;automatic;2024;1.5;all new gx;175000000;gx;
9010013461001;HYUNDAI;STARGAZER;STARGAZER TREND 6P;2022;ABU ABU;1500;B;TRIBIK JAKARTA;JAKARTA;MANUAL;57592;30k-60k;2026-08-19;125000000;VERY_GOOD;Bemper dpn blkg brt pyk, body kr kn brt pyk, atap brt, bagasi brt pyk, Kap mesin brt, spion kr kn brt |;hyundai;stargazer;manual;2022;1.5;trend 6p;125000000;trend;
9010013525001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA - SMART HYBRID SS AT;2022;PUTIH METALIK;1500;B;JBA JAKARTA;JAKARTA;AUTOMATIC;71932;60k-100k;2026-03-05;174500000;GOOD;body kanan brt, body kiri brt pnyk, bmpr dpn&blkg brt pnyk, atap brt bagasi brt, kap msn brt pnyk, spion brt|;suzuki;ertiga;automatic;2022;1.5;all new smart ss;117500000;;
9010014159001;SUZUKI;S PRESSO;S PRESSO AT;2023;MERAH;1000;B;IBID JAKARTA;JAKARTA;AUTOMATIC;21323;<30k;2025-06-14;105000000;GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2, brg2 kosn tdk ada|;suzuki;s presso;automatic;2023;1;;110000000;;
9010014397001;DAIHATSU;NEW SIGRA;NEW SIGRA 1.0 M MT MC;2024;ABU ABU METALIK;1000;B;OTOLINK JAKARTA;JAKARTA;MANUAL;11170;<30k;2025-03-04;98000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2, brg2 kosn tdk ada|;daihatsu;sigra;manual;2022;1;new m mc;94500000;M;
9010014597001;SUZUKI;XL 7;XL 7 AT ALPHA HYBRID TWO TONE;2024;COKLAT MUDA;1500;B;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;15177;<30k;2026-07-09;215000000;GOOD;Bemper dpn blkg brt, body kr kn brt, atap brt, bagasi brt, kap msn brt, spion kr kn brt, kaca spion dlm tdk ada, stnk tdk ada|;suzuki;xl 7;automatic;2024;1.5;alpha two tone;220000000;alpha;two tone
9010713899001;SUZUKI;XL 7;XL 7 BETA AT HYBRID;2023;PUTIH METALIK;1500;B;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;83223;60k-100k;2026-05-26;170000000;GOOD;body kanan&kiri brt, bmpr dpn brt pnyk, kap msn brt, spion brt, bagasi brt, atap brt, bmpr blkg brt|;suzuki;xl 7;automatic;2023;1.5;beta;192000000;beta;
9010713918001;HONDA;ALL NEW BRV;ALL NEW BRV PRESTIGE SENSING;2023;HITAM MUTIARA;1500;B;JBA JAKARTA;JAKARTA;MANUAL;21518;<30k;2025-06-12;210000000;VERY_GOOD;unit nopol palsu T 1266 CN, bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2, brg2 kosn tdk ada|;honda;br v;manual;2022;1.5;all new prestige sensing;170000000;;prestige, sensing
9010714084001;SUZUKI;NEW CARRY;NEW CARRY PU FD;2023;HITAM;1500;B;IBID JAKARTA;JAKARTA;MANUAL;18175;<30k;2026-05-06;105000000;GOOD;Bemper dpn brt Bemper blkg brt pyk Body kr kn brt pyk Atap brt Spion kr kn brt Kap mesin brt|;suzuki;carry;manual;2022;1.5;new pu fd;72000000;Pick Up;flat deck
9010714173001;SUZUKI;XL 7;XL 7 BETA AT HYBRID;2024;PUTIH METALIK;1500;B;IBID JAKARTA;JAKARTA;AUTOMATIC;41549;30k-60k;2026-06-03;205500000;VERY_GOOD;bmpr dpn&blkg brt pnyk, body kanan&kiri brt, atap brt, bagasi brt, kap msn brt, spion brt|;suzuki;xl 7;automatic;2023;1.5;beta;192000000;beta;
9010714280001;SUZUKI;XL 7;XL 7 AT ALPHA HYBRID TWO TONE;2024;PUTIH METALIK;1500;B;TRIBIK JAKARTA;JAKARTA;AUTOMATIC;14220;<30k;2025-12-23;214500000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;suzuki;xl 7;automatic;2024;1.5;alpha two tone;220000000;alpha;two tone
9016006005003;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA - SMART HYBRID GX AT;2024;HITAM METALIK;1500;B;ALTO JAKARTA;JAKARTA;AUTOMATIC;7339;<30k;2025-09-22;190000000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;suzuki;ertiga;automatic;2022;1.5;all new smart gx;108000000;gx;
9016008663003;HONDA;NEW HR V;NEW HR-V 1.8 CVT PRESTIGE;2019;PUTIH ORCHID MUTIARA;1800;B;JBA SURABAYA;SURABAYA;AUTOMATIC;72351;60k-100k;2025-12-23;190000000;VERY_GOOD;- BAMPER BARET DALAM, PENYOK KECIL DAN RENGGANG  - SELURUH BODY BARET  - APAR TIDAK ADA |;honda;hr v;automatic;2019;1.8;new cvt prestige;190000000;;cvt, prestige
